"Notes"	"State"	"State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Texas"	"48"	"45-49 years"	"45-49"	"Black or African American"	"2054-5"	"2006"	"2006"	14	212568	Unreliable
	"Texas"	"48"	"45-49 years"	"45-49"	"Black or African American"	"2054-5"	"2008"	"2008"	18	220640	Unreliable
	"Texas"	"48"	"45-49 years"	"45-49"	"Black or African American"	"2054-5"	"2009"	"2009"	14	224285	Unreliable
	"Texas"	"48"	"45-49 years"	"45-49"	"Black or African American"	"2054-5"	"2011"	"2011"	13	225627	Unreliable
	"Texas"	"48"	"45-49 years"	"45-49"	"Black or African American"	"2054-5"	"2012"	"2012"	11	224542	Unreliable
	"Texas"	"48"	"45-49 years"	"45-49"	"Black or African American"	"2054-5"	"2013"	"2013"	16	223400	Unreliable
	"Texas"	"48"	"45-49 years"	"45-49"	"Black or African American"	"2054-5"	"2014"	"2014"	23	222231	10.3
	"Texas"	"48"	"45-49 years"	"45-49"	"Black or African American"	"2054-5"	"2016"	"2016"	11	230244	Unreliable
	"Texas"	"48"	"45-49 years"	"45-49"	"White"	"2106-3"	"2000"	"2000"	41	1196781	3.4
	"Texas"	"48"	"45-49 years"	"45-49"	"White"	"2106-3"	"2001"	"2001"	47	1242408	3.8
	"Texas"	"48"	"45-49 years"	"45-49"	"White"	"2106-3"	"2002"	"2002"	65	1285120	5.1
	"Texas"	"48"	"45-49 years"	"45-49"	"White"	"2106-3"	"2003"	"2003"	53	1317481	4.0
	"Texas"	"48"	"45-49 years"	"45-49"	"White"	"2106-3"	"2004"	"2004"	58	1344062	4.3
	"Texas"	"48"	"45-49 years"	"45-49"	"White"	"2106-3"	"2005"	"2005"	59	1372770	4.3
	"Texas"	"48"	"45-49 years"	"45-49"	"White"	"2106-3"	"2006"	"2006"	52	1403465	3.7
	"Texas"	"48"	"45-49 years"	"45-49"	"White"	"2106-3"	"2007"	"2007"	56	1419192	3.9
	"Texas"	"48"	"45-49 years"	"45-49"	"White"	"2106-3"	"2008"	"2008"	64	1431925	4.5
	"Texas"	"48"	"45-49 years"	"45-49"	"White"	"2106-3"	"2009"	"2009"	91	1444428	6.3
	"Texas"	"48"	"45-49 years"	"45-49"	"White"	"2106-3"	"2010"	"2010"	64	1438951	4.4
	"Texas"	"48"	"45-49 years"	"45-49"	"White"	"2106-3"	"2011"	"2011"	48	1417068	3.4
	"Texas"	"48"	"45-49 years"	"45-49"	"White"	"2106-3"	"2012"	"2012"	44	1393288	3.2
	"Texas"	"48"	"45-49 years"	"45-49"	"White"	"2106-3"	"2013"	"2013"	49	1371045	3.6
	"Texas"	"48"	"45-49 years"	"45-49"	"White"	"2106-3"	"2014"	"2014"	63	1372189	4.6
	"Texas"	"48"	"45-49 years"	"45-49"	"White"	"2106-3"	"2015"	"2015"	39	1394016	2.8
	"Texas"	"48"	"45-49 years"	"45-49"	"White"	"2106-3"	"2016"	"2016"	37	1423090	2.6
	"Texas"	"48"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	"2000"	"2000"	14	122309	Unreliable
	"Texas"	"48"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	"2001"	"2001"	11	135651	Unreliable
	"Texas"	"48"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	"2002"	"2002"	13	142877	Unreliable
	"Texas"	"48"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	"2003"	"2003"	21	150395	14.0
	"Texas"	"48"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	"2004"	"2004"	15	158074	Unreliable
	"Texas"	"48"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	"2005"	"2005"	34	165934	20.5
	"Texas"	"48"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	"2006"	"2006"	17	178289	Unreliable
	"Texas"	"48"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	"2007"	"2007"	21	187552	11.2
	"Texas"	"48"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	"2008"	"2008"	22	196145	11.2
	"Texas"	"48"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	"2009"	"2009"	19	204185	Unreliable
	"Texas"	"48"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	"2010"	"2010"	25	209936	11.9
	"Texas"	"48"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	"2011"	"2011"	18	215247	Unreliable
	"Texas"	"48"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	"2012"	"2012"	18	219135	Unreliable
	"Texas"	"48"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	"2013"	"2013"	13	222373	Unreliable
	"Texas"	"48"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	"2014"	"2014"	20	224852	8.9
	"Texas"	"48"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	"2015"	"2015"	26	227079	11.4
	"Texas"	"48"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	"2016"	"2016"	15	226352	Unreliable
	"Texas"	"48"	"50-54 years"	"50-54"	"White"	"2106-3"	"2000"	"2000"	64	1027968	6.2
	"Texas"	"48"	"50-54 years"	"50-54"	"White"	"2106-3"	"2001"	"2001"	64	1093852	5.9
	"Texas"	"48"	"50-54 years"	"50-54"	"White"	"2106-3"	"2002"	"2002"	52	1098345	4.7
	"Texas"	"48"	"50-54 years"	"50-54"	"White"	"2106-3"	"2003"	"2003"	70	1127782	6.2
	"Texas"	"48"	"50-54 years"	"50-54"	"White"	"2106-3"	"2004"	"2004"	82	1162738	7.1
	"Texas"	"48"	"50-54 years"	"50-54"	"White"	"2106-3"	"2005"	"2005"	86	1201534	7.2
	"Texas"	"48"	"50-54 years"	"50-54"	"White"	"2106-3"	"2006"	"2006"	69	1242082	5.6
	"Texas"	"48"	"50-54 years"	"50-54"	"White"	"2106-3"	"2007"	"2007"	77	1289560	6.0
	"Texas"	"48"	"50-54 years"	"50-54"	"White"	"2106-3"	"2008"	"2008"	70	1326083	5.3
	"Texas"	"48"	"50-54 years"	"50-54"	"White"	"2106-3"	"2009"	"2009"	106	1357381	7.8
	"Texas"	"48"	"50-54 years"	"50-54"	"White"	"2106-3"	"2010"	"2010"	69	1382842	5.0
	"Texas"	"48"	"50-54 years"	"50-54"	"White"	"2106-3"	"2011"	"2011"	79	1412986	5.6
	"Texas"	"48"	"50-54 years"	"50-54"	"White"	"2106-3"	"2012"	"2012"	75	1422960	5.3
	"Texas"	"48"	"50-54 years"	"50-54"	"White"	"2106-3"	"2013"	"2013"	116	1428788	8.1
	"Texas"	"48"	"50-54 years"	"50-54"	"White"	"2106-3"	"2014"	"2014"	104	1440151	7.2
	"Texas"	"48"	"50-54 years"	"50-54"	"White"	"2106-3"	"2015"	"2015"	85	1432537	5.9
	"Texas"	"48"	"50-54 years"	"50-54"	"White"	"2106-3"	"2016"	"2016"	71	1406176	5.0
	"Texas"	"48"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	"2000"	"2000"	12	84755	Unreliable
	"Texas"	"48"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	"2001"	"2001"	10	89119	Unreliable
	"Texas"	"48"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	"2002"	"2002"	21	96139	21.8
	"Texas"	"48"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	"2003"	"2003"	20	103676	19.3
	"Texas"	"48"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	"2004"	"2004"	14	112748	Unreliable
	"Texas"	"48"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	"2005"	"2005"	29	123052	23.6
	"Texas"	"48"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	"2006"	"2006"	20	137155	14.6
	"Texas"	"48"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	"2007"	"2007"	18	144751	Unreliable
	"Texas"	"48"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	"2008"	"2008"	15	152050	Unreliable
	"Texas"	"48"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	"2009"	"2009"	25	159811	15.6
	"Texas"	"48"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	"2010"	"2010"	15	165959	Unreliable
	"Texas"	"48"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	"2011"	"2011"	15	175367	Unreliable
	"Texas"	"48"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	"2012"	"2012"	22	184961	11.9
	"Texas"	"48"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	"2013"	"2013"	39	193190	20.2
	"Texas"	"48"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	"2014"	"2014"	31	200366	15.5
	"Texas"	"48"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	"2015"	"2015"	25	206924	12.1
	"Texas"	"48"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	"2016"	"2016"	19	211573	Unreliable
	"Texas"	"48"	"55-59 years"	"55-59"	"White"	"2106-3"	"2000"	"2000"	63	782579	8.1
	"Texas"	"48"	"55-59 years"	"55-59"	"White"	"2106-3"	"2001"	"2001"	59	815897	7.2
	"Texas"	"48"	"55-59 years"	"55-59"	"White"	"2106-3"	"2002"	"2002"	77	888247	8.7
	"Texas"	"48"	"55-59 years"	"55-59"	"White"	"2106-3"	"2003"	"2003"	71	933720	7.6
	"Texas"	"48"	"55-59 years"	"55-59"	"White"	"2106-3"	"2004"	"2004"	78	978321	8.0
	"Texas"	"48"	"55-59 years"	"55-59"	"White"	"2106-3"	"2005"	"2005"	74	1028501	7.2
	"Texas"	"48"	"55-59 years"	"55-59"	"White"	"2106-3"	"2006"	"2006"	86	1085097	7.9
	"Texas"	"48"	"55-59 years"	"55-59"	"White"	"2106-3"	"2007"	"2007"	78	1093112	7.1
	"Texas"	"48"	"55-59 years"	"55-59"	"White"	"2106-3"	"2008"	"2008"	106	1123162	9.4
	"Texas"	"48"	"55-59 years"	"55-59"	"White"	"2106-3"	"2009"	"2009"	131	1160226	11.3
	"Texas"	"48"	"55-59 years"	"55-59"	"White"	"2106-3"	"2010"	"2010"	108	1190073	9.1
	"Texas"	"48"	"55-59 years"	"55-59"	"White"	"2106-3"	"2011"	"2011"	97	1236863	7.8
	"Texas"	"48"	"55-59 years"	"55-59"	"White"	"2106-3"	"2012"	"2012"	92	1276462	7.2
	"Texas"	"48"	"55-59 years"	"55-59"	"White"	"2106-3"	"2013"	"2013"	141	1305738	10.8
	"Texas"	"48"	"55-59 years"	"55-59"	"White"	"2106-3"	"2014"	"2014"	188	1334365	14.1
	"Texas"	"48"	"55-59 years"	"55-59"	"White"	"2106-3"	"2015"	"2015"	111	1363334	8.1
	"Texas"	"48"	"55-59 years"	"55-59"	"White"	"2106-3"	"2016"	"2016"	114	1380080	8.3
	"Texas"	"48"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2000"	"2000"	18	66204	Unreliable
	"Texas"	"48"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2002"	"2002"	18	71240	Unreliable
	"Texas"	"48"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2003"	"2003"	10	74882	Unreliable
	"Texas"	"48"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2004"	"2004"	16	78431	Unreliable
	"Texas"	"48"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2005"	"2005"	24	82464	29.1
	"Texas"	"48"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2006"	"2006"	22	88054	25.0
	"Texas"	"48"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2007"	"2007"	12	95025	Unreliable
	"Texas"	"48"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2008"	"2008"	30	102441	29.3
	"Texas"	"48"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2009"	"2009"	25	111862	22.3
	"Texas"	"48"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2010"	"2010"	29	120094	24.1
	"Texas"	"48"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2011"	"2011"	35	132139	26.5
	"Texas"	"48"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2012"	"2012"	27	139076	19.4
	"Texas"	"48"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2013"	"2013"	27	145619	18.5
	"Texas"	"48"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2014"	"2014"	38	152528	24.9
	"Texas"	"48"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2015"	"2015"	28	160761	17.4
	"Texas"	"48"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2016"	"2016"	29	168438	17.2
	"Texas"	"48"	"60-64 years "	"60-64"	"White"	"2106-3"	"2000"	"2000"	95	614964	15.4
	"Texas"	"48"	"60-64 years "	"60-64"	"White"	"2106-3"	"2001"	"2001"	93	636907	14.6
	"Texas"	"48"	"60-64 years "	"60-64"	"White"	"2106-3"	"2002"	"2002"	96	663360	14.5
	"Texas"	"48"	"60-64 years "	"60-64"	"White"	"2106-3"	"2003"	"2003"	97	698082	13.9
	"Texas"	"48"	"60-64 years "	"60-64"	"White"	"2106-3"	"2004"	"2004"	107	733934	14.6
	"Texas"	"48"	"60-64 years "	"60-64"	"White"	"2106-3"	"2005"	"2005"	112	767681	14.6
	"Texas"	"48"	"60-64 years "	"60-64"	"White"	"2106-3"	"2006"	"2006"	97	797208	12.2
	"Texas"	"48"	"60-64 years "	"60-64"	"White"	"2106-3"	"2007"	"2007"	110	870504	12.6
	"Texas"	"48"	"60-64 years "	"60-64"	"White"	"2106-3"	"2008"	"2008"	137	917661	14.9
	"Texas"	"48"	"60-64 years "	"60-64"	"White"	"2106-3"	"2009"	"2009"	135	963639	14.0
	"Texas"	"48"	"60-64 years "	"60-64"	"White"	"2106-3"	"2010"	"2010"	114	1002600	11.4
	"Texas"	"48"	"60-64 years "	"60-64"	"White"	"2106-3"	"2011"	"2011"	128	1062084	12.1
	"Texas"	"48"	"60-64 years "	"60-64"	"White"	"2106-3"	"2012"	"2012"	118	1063861	11.1
	"Texas"	"48"	"60-64 years "	"60-64"	"White"	"2106-3"	"2013"	"2013"	156	1086185	14.4
	"Texas"	"48"	"60-64 years "	"60-64"	"White"	"2106-3"	"2014"	"2014"	202	1121683	18.0
	"Texas"	"48"	"60-64 years "	"60-64"	"White"	"2106-3"	"2015"	"2015"	154	1159454	13.3
	"Texas"	"48"	"60-64 years "	"60-64"	"White"	"2106-3"	"2016"	"2016"	160	1188859	13.5
	"Texas"	"48"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2000"	"2000"	31	56577	54.8
	"Texas"	"48"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2001"	"2001"	11	57959	Unreliable
	"Texas"	"48"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2002"	"2002"	25	58912	42.4
	"Texas"	"48"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2003"	"2003"	27	59426	45.4
	"Texas"	"48"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2004"	"2004"	20	60606	33.0
	"Texas"	"48"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2005"	"2005"	25	61975	40.3
	"Texas"	"48"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2006"	"2006"	22	66100	33.3
	"Texas"	"48"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2007"	"2007"	15	68646	Unreliable
	"Texas"	"48"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2008"	"2008"	29	72173	40.2
	"Texas"	"48"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2009"	"2009"	23	75922	30.3
	"Texas"	"48"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2010"	"2010"	26	79018	32.9
	"Texas"	"48"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2011"	"2011"	13	83045	Unreliable
	"Texas"	"48"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2012"	"2012"	23	90063	25.5
	"Texas"	"48"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2013"	"2013"	33	97758	33.8
	"Texas"	"48"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2014"	"2014"	27	105958	25.5
	"Texas"	"48"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2015"	"2015"	45	114219	39.4
	"Texas"	"48"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2016"	"2016"	46	123980	37.1
	"Texas"	"48"	"65-69 years"	"65-69"	"White"	"2106-3"	"2000"	"2000"	121	539167	22.4
	"Texas"	"48"	"65-69 years"	"65-69"	"White"	"2106-3"	"2001"	"2001"	116	545253	21.3
	"Texas"	"48"	"65-69 years"	"65-69"	"White"	"2106-3"	"2002"	"2002"	139	551437	25.2
	"Texas"	"48"	"65-69 years"	"65-69"	"White"	"2106-3"	"2003"	"2003"	137	564838	24.3
	"Texas"	"48"	"65-69 years"	"65-69"	"White"	"2106-3"	"2004"	"2004"	106	579238	18.3
	"Texas"	"48"	"65-69 years"	"65-69"	"White"	"2106-3"	"2005"	"2005"	124	590820	21.0
	"Texas"	"48"	"65-69 years"	"65-69"	"White"	"2106-3"	"2006"	"2006"	143	614432	23.3
	"Texas"	"48"	"65-69 years"	"65-69"	"White"	"2106-3"	"2007"	"2007"	120	641145	18.7
	"Texas"	"48"	"65-69 years"	"65-69"	"White"	"2106-3"	"2008"	"2008"	153	677762	22.6
	"Texas"	"48"	"65-69 years"	"65-69"	"White"	"2106-3"	"2009"	"2009"	146	714540	20.4
	"Texas"	"48"	"65-69 years"	"65-69"	"White"	"2106-3"	"2010"	"2010"	164	740114	22.2
	"Texas"	"48"	"65-69 years"	"65-69"	"White"	"2106-3"	"2011"	"2011"	158	770583	20.5
	"Texas"	"48"	"65-69 years"	"65-69"	"White"	"2106-3"	"2012"	"2012"	175	836747	20.9
	"Texas"	"48"	"65-69 years"	"65-69"	"White"	"2106-3"	"2013"	"2013"	176	878048	20.0
	"Texas"	"48"	"65-69 years"	"65-69"	"White"	"2106-3"	"2014"	"2014"	202	918980	22.0
	"Texas"	"48"	"65-69 years"	"65-69"	"White"	"2106-3"	"2015"	"2015"	183	959642	19.1
	"Texas"	"48"	"65-69 years"	"65-69"	"White"	"2106-3"	"2016"	"2016"	198	1003072	19.7
	"Texas"	"48"	"70-74 years"	"70-74"	"Asian or Pacific Islander"	"A-PI"	"2015"	"2015"	10	31123	Unreliable
	"Texas"	"48"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2000"	"2000"	33	45833	72.0
	"Texas"	"48"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2001"	"2001"	35	46172	75.8
	"Texas"	"48"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2002"	"2002"	27	46787	57.7
	"Texas"	"48"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2003"	"2003"	41	48021	85.4
	"Texas"	"48"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2004"	"2004"	34	48619	69.9
	"Texas"	"48"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2005"	"2005"	44	49536	88.8
	"Texas"	"48"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2006"	"2006"	18	51569	Unreliable
	"Texas"	"48"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2007"	"2007"	31	52403	59.2
	"Texas"	"48"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2008"	"2008"	44	52426	83.9
	"Texas"	"48"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2009"	"2009"	36	53885	66.8
	"Texas"	"48"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2010"	"2010"	22	54853	40.1
	"Texas"	"48"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2011"	"2011"	24	58413	41.1
	"Texas"	"48"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2012"	"2012"	33	60779	54.3
	"Texas"	"48"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2013"	"2013"	37	64641	57.2
	"Texas"	"48"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2014"	"2014"	37	68416	54.1
	"Texas"	"48"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2015"	"2015"	41	72200	56.8
	"Texas"	"48"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2016"	"2016"	27	75231	35.9
	"Texas"	"48"	"70-74 years"	"70-74"	"White"	"2106-3"	"2000"	"2000"	215	476017	45.2
	"Texas"	"48"	"70-74 years"	"70-74"	"White"	"2106-3"	"2001"	"2001"	220	479305	45.9
	"Texas"	"48"	"70-74 years"	"70-74"	"White"	"2106-3"	"2002"	"2002"	223	480634	46.4
	"Texas"	"48"	"70-74 years"	"70-74"	"White"	"2106-3"	"2003"	"2003"	227	481988	47.1
	"Texas"	"48"	"70-74 years"	"70-74"	"White"	"2106-3"	"2004"	"2004"	162	484260	33.5
	"Texas"	"48"	"70-74 years"	"70-74"	"White"	"2106-3"	"2005"	"2005"	237	490576	48.3
	"Texas"	"48"	"70-74 years"	"70-74"	"White"	"2106-3"	"2006"	"2006"	217	500829	43.3
	"Texas"	"48"	"70-74 years"	"70-74"	"White"	"2106-3"	"2007"	"2007"	193	507641	38.0
	"Texas"	"48"	"70-74 years"	"70-74"	"White"	"2106-3"	"2008"	"2008"	221	521343	42.4
	"Texas"	"48"	"70-74 years"	"70-74"	"White"	"2106-3"	"2009"	"2009"	207	534690	38.7
	"Texas"	"48"	"70-74 years"	"70-74"	"White"	"2106-3"	"2010"	"2010"	179	541644	33.0
	"Texas"	"48"	"70-74 years"	"70-74"	"White"	"2106-3"	"2011"	"2011"	209	564393	37.0
	"Texas"	"48"	"70-74 years"	"70-74"	"White"	"2106-3"	"2012"	"2012"	205	588315	34.8
	"Texas"	"48"	"70-74 years"	"70-74"	"White"	"2106-3"	"2013"	"2013"	240	621802	38.6
	"Texas"	"48"	"70-74 years"	"70-74"	"White"	"2106-3"	"2014"	"2014"	259	655827	39.5
	"Texas"	"48"	"70-74 years"	"70-74"	"White"	"2106-3"	"2015"	"2015"	211	684152	30.8
	"Texas"	"48"	"70-74 years"	"70-74"	"White"	"2106-3"	"2016"	"2016"	241	705590	34.2
	"Texas"	"48"	"75-79 years"	"75-79"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	12	8933	Unreliable
	"Texas"	"48"	"75-79 years"	"75-79"	"Asian or Pacific Islander"	"A-PI"	"2013"	"2013"	11	15918	Unreliable
	"Texas"	"48"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2000"	"2000"	31	33460	92.6
	"Texas"	"48"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2001"	"2001"	48	34612	138.7
	"Texas"	"48"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2002"	"2002"	41	34813	117.8
	"Texas"	"48"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2003"	"2003"	36	35275	102.1
	"Texas"	"48"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2004"	"2004"	44	35993	122.2
	"Texas"	"48"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2005"	"2005"	44	36813	119.5
	"Texas"	"48"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2006"	"2006"	31	38012	81.6
	"Texas"	"48"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2007"	"2007"	29	38399	75.5
	"Texas"	"48"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2008"	"2008"	43	39188	109.7
	"Texas"	"48"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2009"	"2009"	34	39919	85.2
	"Texas"	"48"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2010"	"2010"	40	40539	98.7
	"Texas"	"48"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2011"	"2011"	37	42372	87.3
	"Texas"	"48"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2012"	"2012"	31	43583	71.1
	"Texas"	"48"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2013"	"2013"	27	44612	60.5
	"Texas"	"48"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2014"	"2014"	43	45722	94.0
	"Texas"	"48"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2015"	"2015"	37	47461	78.0
	"Texas"	"48"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2016"	"2016"	39	49760	78.4
	"Texas"	"48"	"75-79 years"	"75-79"	"White"	"2106-3"	"2000"	"2000"	429	384162	111.7
	"Texas"	"48"	"75-79 years"	"75-79"	"White"	"2106-3"	"2001"	"2001"	359	389914	92.1
	"Texas"	"48"	"75-79 years"	"75-79"	"White"	"2106-3"	"2002"	"2002"	413	392610	105.2
	"Texas"	"48"	"75-79 years"	"75-79"	"White"	"2106-3"	"2003"	"2003"	387	395846	97.8
	"Texas"	"48"	"75-79 years"	"75-79"	"White"	"2106-3"	"2004"	"2004"	339	397576	85.3
	"Texas"	"48"	"75-79 years"	"75-79"	"White"	"2106-3"	"2005"	"2005"	380	403936	94.1
	"Texas"	"48"	"75-79 years"	"75-79"	"White"	"2106-3"	"2006"	"2006"	332	410561	80.9
	"Texas"	"48"	"75-79 years"	"75-79"	"White"	"2106-3"	"2007"	"2007"	329	412444	79.8
	"Texas"	"48"	"75-79 years"	"75-79"	"White"	"2106-3"	"2008"	"2008"	391	415127	94.2
	"Texas"	"48"	"75-79 years"	"75-79"	"White"	"2106-3"	"2009"	"2009"	326	417942	78.0
	"Texas"	"48"	"75-79 years"	"75-79"	"White"	"2106-3"	"2010"	"2010"	281	422598	66.5
	"Texas"	"48"	"75-79 years"	"75-79"	"White"	"2106-3"	"2011"	"2011"	272	430950	63.1
	"Texas"	"48"	"75-79 years"	"75-79"	"White"	"2106-3"	"2012"	"2012"	288	437758	65.8
	"Texas"	"48"	"75-79 years"	"75-79"	"White"	"2106-3"	"2013"	"2013"	320	449901	71.1
	"Texas"	"48"	"75-79 years"	"75-79"	"White"	"2106-3"	"2014"	"2014"	314	463584	67.7
	"Texas"	"48"	"75-79 years"	"75-79"	"White"	"2106-3"	"2015"	"2015"	314	475211	66.1
	"Texas"	"48"	"75-79 years"	"75-79"	"White"	"2106-3"	"2016"	"2016"	295	492119	59.9
	"Texas"	"48"	"80-84 years"	"80-84"	"Asian or Pacific Islander"	"A-PI"	"2013"	"2013"	18	9249	Unreliable
	"Texas"	"48"	"80-84 years"	"80-84"	"Asian or Pacific Islander"	"A-PI"	"2015"	"2015"	14	11023	Unreliable
	"Texas"	"48"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2000"	"2000"	54	21127	255.6
	"Texas"	"48"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2001"	"2001"	42	21626	194.2
	"Texas"	"48"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2002"	"2002"	45	22066	203.9
	"Texas"	"48"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2003"	"2003"	32	22469	142.4
	"Texas"	"48"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2004"	"2004"	53	23015	230.3
	"Texas"	"48"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2005"	"2005"	37	23539	157.2
	"Texas"	"48"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2006"	"2006"	55	24831	221.5
	"Texas"	"48"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2007"	"2007"	49	25314	193.6
