"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"State"	"State Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Hispanic Origin"	"Hispanic Origin Code"	Deaths	Population	Crude Rate
	"80-84 years"	"80-84"	"New Jersey"	"34"	"Black or African American"	"2054-5"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	45	16519	272.4
	"80-84 years"	"80-84"	"New Jersey"	"34"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	568	143449	396.0
	"80-84 years"	"80-84"	"New Jersey"	"34"	"White"	"2106-3"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	13	5573	Unreliable
	"80-84 years"	"80-84"	"New Jersey"	"34"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	589	148932	395.5
	"80-84 years"	"80-84"	"New Jersey"	"34"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	576	151647	379.8
	"80-84 years"	"80-84"	"New Jersey"	"34"	"White"	"2106-3"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	12	6535	Unreliable
	"80-84 years"	"80-84"	"New Jersey"	"34"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	607	152715	397.5
	"80-84 years"	"80-84"	"New Jersey"	"34"	"White"	"2106-3"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	10	6992	Unreliable
	"80-84 years"	"80-84"	"New Jersey"	"34"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	615	155575	395.3
	"80-84 years"	"80-84"	"New Jersey"	"34"	"White"	"2106-3"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	12	7432	Unreliable
	"80-84 years"	"80-84"	"New Jersey"	"34"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	615	155363	395.8
	"80-84 years"	"80-84"	"New Jersey"	"34"	"White"	"2106-3"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	10	7933	Unreliable
	"80-84 years"	"80-84"	"New Jersey"	"34"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	567	153381	369.7
	"80-84 years"	"80-84"	"New Jersey"	"34"	"White"	"2106-3"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	17	8464	Unreliable
	"80-84 years"	"80-84"	"New Jersey"	"34"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	637	153053	416.2
	"80-84 years"	"80-84"	"New Jersey"	"34"	"White"	"2106-3"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	16	9004	Unreliable
	"80-84 years"	"80-84"	"New Jersey"	"34"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	599	152251	393.4
	"80-84 years"	"80-84"	"New Jersey"	"34"	"White"	"2106-3"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	17	9706	Unreliable
	"80-84 years"	"80-84"	"New Jersey"	"34"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	554	150027	369.3
	"80-84 years"	"80-84"	"New Jersey"	"34"	"White"	"2106-3"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	20	10018	199.6
	"80-84 years"	"80-84"	"New Jersey"	"34"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	623	148696	419.0
	"80-84 years"	"80-84"	"New Jersey"	"34"	"White"	"2106-3"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	18	10708	Unreliable
	"80-84 years"	"80-84"	"New Jersey"	"34"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	567	146203	387.8
	"80-84 years"	"80-84"	"New Jersey"	"34"	"White"	"2106-3"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	13	11270	Unreliable
	"80-84 years"	"80-84"	"New Jersey"	"34"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	522	142837	365.5
	"80-84 years"	"80-84"	"New Jersey"	"34"	"White"	"2106-3"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	25	11930	209.6
	"80-84 years"	"80-84"	"New Jersey"	"34"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	543	138123	393.1
	"80-84 years"	"80-84"	"New Jersey"	"34"	"White"	"2106-3"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	24	12570	190.9
	"80-84 years"	"80-84"	"New Jersey"	"34"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	479	132679	361.0
	"80-84 years"	"80-84"	"New Jersey"	"34"	"White"	"2106-3"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	17	13029	Unreliable
	"80-84 years"	"80-84"	"New Jersey"	"34"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	448	128647	348.2
	"80-84 years"	"80-84"	"New Jersey"	"34"	"White"	"2106-3"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	20	13446	148.7
	"80-84 years"	"80-84"	"New Jersey"	"34"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	441	125989	350.0
	"80-84 years"	"80-84"	"New Mexico"	"35"	"White"	"2106-3"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	17	6596	Unreliable
	"80-84 years"	"80-84"	"New Mexico"	"35"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	57	19215	296.6
	"80-84 years"	"80-84"	"New Mexico"	"35"	"White"	"2106-3"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	19	7092	Unreliable
	"80-84 years"	"80-84"	"New Mexico"	"35"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	56	20263	276.4
	"80-84 years"	"80-84"	"New Mexico"	"35"	"White"	"2106-3"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	35	7775	450.2
	"80-84 years"	"80-84"	"New Mexico"	"35"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	68	20882	325.6
	"80-84 years"	"80-84"	"New Mexico"	"35"	"White"	"2106-3"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	23	8176	281.3
	"80-84 years"	"80-84"	"New Mexico"	"35"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	82	21474	381.9
	"80-84 years"	"80-84"	"New Mexico"	"35"	"White"	"2106-3"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	22	8602	255.8
	"80-84 years"	"80-84"	"New Mexico"	"35"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	68	22197	306.3
	"80-84 years"	"80-84"	"New Mexico"	"35"	"White"	"2106-3"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	14	9020	Unreliable
	"80-84 years"	"80-84"	"New Mexico"	"35"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	72	22518	319.7
	"80-84 years"	"80-84"	"New Mexico"	"35"	"White"	"2106-3"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	29	9384	309.0
	"80-84 years"	"80-84"	"New Mexico"	"35"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	68	22714	299.4
	"80-84 years"	"80-84"	"New Mexico"	"35"	"White"	"2106-3"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	32	9598	333.4
	"80-84 years"	"80-84"	"New Mexico"	"35"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	77	22707	339.1
	"80-84 years"	"80-84"	"New Mexico"	"35"	"White"	"2106-3"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	16	10176	Unreliable
	"80-84 years"	"80-84"	"New Mexico"	"35"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	78	22580	345.4
	"80-84 years"	"80-84"	"New Mexico"	"35"	"White"	"2106-3"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	25	10503	238.0
	"80-84 years"	"80-84"	"New Mexico"	"35"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	74	22454	329.6
	"80-84 years"	"80-84"	"New Mexico"	"35"	"White"	"2106-3"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	27	10880	248.2
	"80-84 years"	"80-84"	"New Mexico"	"35"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	64	22635	282.7
	"80-84 years"	"80-84"	"New Mexico"	"35"	"White"	"2106-3"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	25	11348	220.3
	"80-84 years"	"80-84"	"New Mexico"	"35"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	71	22987	308.9
	"80-84 years"	"80-84"	"New Mexico"	"35"	"White"	"2106-3"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	38	11674	325.5
	"80-84 years"	"80-84"	"New Mexico"	"35"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	78	23269	335.2
	"80-84 years"	"80-84"	"New Mexico"	"35"	"White"	"2106-3"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	25	11758	212.6
	"80-84 years"	"80-84"	"New Mexico"	"35"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	65	23330	278.6
	"80-84 years"	"80-84"	"New Mexico"	"35"	"White"	"2106-3"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	25	12000	208.3
	"80-84 years"	"80-84"	"New Mexico"	"35"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	75	23320	321.6
	"80-84 years"	"80-84"	"New Mexico"	"35"	"White"	"2106-3"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	30	12497	240.1
	"80-84 years"	"80-84"	"New Mexico"	"35"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	80	23246	344.1
	"80-84 years"	"80-84"	"New Mexico"	"35"	"White"	"2106-3"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	31	12941	239.5
	"80-84 years"	"80-84"	"New Mexico"	"35"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	56	23634	236.9
	"80-84 years"	"80-84"	"New York"	"36"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	25	7739	323.0
	"80-84 years"	"80-84"	"New York"	"36"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	19	8621	Unreliable
	"80-84 years"	"80-84"	"New York"	"36"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	19	9275	Unreliable
	"80-84 years"	"80-84"	"New York"	"36"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	19	10044	Unreliable
	"80-84 years"	"80-84"	"New York"	"36"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	41	10913	375.7
	"80-84 years"	"80-84"	"New York"	"36"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	24	11666	205.7
	"80-84 years"	"80-84"	"New York"	"36"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	29	12126	239.2
	"80-84 years"	"80-84"	"New York"	"36"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	37	12843	288.1
	"80-84 years"	"80-84"	"New York"	"36"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	36	13693	262.9
	"80-84 years"	"80-84"	"New York"	"36"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	40	14234	281.0
	"80-84 years"	"80-84"	"New York"	"36"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	50	15041	332.4
	"80-84 years"	"80-84"	"New York"	"36"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	37	16317	226.8
	"80-84 years"	"80-84"	"New York"	"36"	"Asian or Pacific Islander"	"A-PI"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	55	17388	316.3
	"80-84 years"	"80-84"	"New York"	"36"	"Asian or Pacific Islander"	"A-PI"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	47	18663	251.8
	"80-84 years"	"80-84"	"New York"	"36"	"Asian or Pacific Islander"	"A-PI"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	37	20097	184.1
	"80-84 years"	"80-84"	"New York"	"36"	"Asian or Pacific Islander"	"A-PI"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	49	21204	231.1
	"80-84 years"	"80-84"	"New York"	"36"	"Asian or Pacific Islander"	"A-PI"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	43	22511	191.0
	"80-84 years"	"80-84"	"New York"	"36"	"Black or African American"	"2054-5"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	67	30276	221.3
	"80-84 years"	"80-84"	"New York"	"36"	"Black or African American"	"2054-5"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	93	31807	292.4
	"80-84 years"	"80-84"	"New York"	"36"	"Black or African American"	"2054-5"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	97	33063	293.4
	"80-84 years"	"80-84"	"New York"	"36"	"Black or African American"	"2054-5"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	84	34137	246.1
	"80-84 years"	"80-84"	"New York"	"36"	"Black or African American"	"2054-5"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	102	35401	288.1
	"80-84 years"	"80-84"	"New York"	"36"	"Black or African American"	"2054-5"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	87	36169	240.5
	"80-84 years"	"80-84"	"New York"	"36"	"Black or African American"	"2054-5"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	109	37015	294.5
	"80-84 years"	"80-84"	"New York"	"36"	"Black or African American"	"2054-5"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	91	37478	242.8
	"80-84 years"	"80-84"	"New York"	"36"	"Black or African American"	"2054-5"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	110	37678	291.9
	"80-84 years"	"80-84"	"New York"	"36"	"Black or African American"	"2054-5"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	85	37625	225.9
	"80-84 years"	"80-84"	"New York"	"36"	"Black or African American"	"2054-5"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	104	38058	273.3
	"80-84 years"	"80-84"	"New York"	"36"	"Black or African American"	"2054-5"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	105	38487	272.8
	"80-84 years"	"80-84"	"New York"	"36"	"Black or African American"	"2054-5"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	104	38769	268.3
	"80-84 years"	"80-84"	"New York"	"36"	"Black or African American"	"2054-5"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	134	39488	339.3
	"80-84 years"	"80-84"	"New York"	"36"	"Black or African American"	"2054-5"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	101	40325	250.5
	"80-84 years"	"80-84"	"New York"	"36"	"Black or African American"	"2054-5"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	110	41314	266.3
	"80-84 years"	"80-84"	"New York"	"36"	"Black or African American"	"2054-5"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	87	43178	201.5
	"80-84 years"	"80-84"	"New York"	"36"	"White"	"2106-3"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	30	14225	210.9
	"80-84 years"	"80-84"	"New York"	"36"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	1064	290908	365.8
	"80-84 years"	"80-84"	"New York"	"36"	"White"	"2106-3"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	36	15595	230.8
	"80-84 years"	"80-84"	"New York"	"36"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	1108	300937	368.2
	"80-84 years"	"80-84"	"New York"	"36"	"White"	"2106-3"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	23	16560	138.9
	"80-84 years"	"80-84"	"New York"	"36"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	1099	307338	357.6
	"80-84 years"	"80-84"	"New York"	"36"	"White"	"2106-3"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	38	17560	216.4
	"80-84 years"	"80-84"	"New York"	"36"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	1100	310474	354.3
	"80-84 years"	"80-84"	"New York"	"36"	"White"	"2106-3"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	36	18560	194.0
	"80-84 years"	"80-84"	"New York"	"36"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	1054	317049	332.4
	"80-84 years"	"80-84"	"New York"	"36"	"White"	"2106-3"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	41	19537	209.9
	"80-84 years"	"80-84"	"New York"	"36"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	1074	317439	338.3
	"80-84 years"	"80-84"	"New York"	"36"	"White"	"2106-3"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	44	20331	216.4
	"80-84 years"	"80-84"	"New York"	"36"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	1072	315526	339.8
	"80-84 years"	"80-84"	"New York"	"36"	"White"	"2106-3"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	41	21328	192.2
	"80-84 years"	"80-84"	"New York"	"36"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	1185	315711	375.3
	"80-84 years"	"80-84"	"New York"	"36"	"White"	"2106-3"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	49	22305	219.7
	"80-84 years"	"80-84"	"New York"	"36"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	1199	314315	381.5
	"80-84 years"	"80-84"	"New York"	"36"	"White"	"2106-3"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	49	23512	208.4
	"80-84 years"	"80-84"	"New York"	"36"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	1152	310453	371.1
	"80-84 years"	"80-84"	"New York"	"36"	"White"	"2106-3"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	45	24393	184.5
	"80-84 years"	"80-84"	"New York"	"36"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	1128	307534	366.8
	"80-84 years"	"80-84"	"New York"	"36"	"White"	"2106-3"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	49	26039	188.2
	"80-84 years"	"80-84"	"New York"	"36"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	1063	301963	352.0
	"80-84 years"	"80-84"	"New York"	"36"	"White"	"2106-3"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	51	27177	187.7
	"80-84 years"	"80-84"	"New York"	"36"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	1088	295359	368.4
	"80-84 years"	"80-84"	"New York"	"36"	"White"	"2106-3"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	57	27942	204.0
	"80-84 years"	"80-84"	"New York"	"36"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	1050	285955	367.2
	"80-84 years"	"80-84"	"New York"	"36"	"White"	"2106-3"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	50	28699	174.2
	"80-84 years"	"80-84"	"New York"	"36"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	921	276387	333.2
	"80-84 years"	"80-84"	"New York"	"36"	"White"	"2106-3"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	63	29712	212.0
	"80-84 years"	"80-84"	"New York"	"36"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	946	269437	351.1
	"80-84 years"	"80-84"	"New York"	"36"	"White"	"2106-3"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	61	30661	198.9
	"80-84 years"	"80-84"	"New York"	"36"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	866	266238	325.3
	"80-84 years"	"80-84"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	78	19959	390.8
	"80-84 years"	"80-84"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	63	20399	308.8
	"80-84 years"	"80-84"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	67	21005	319.0
	"80-84 years"	"80-84"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	56	21569	259.6
	"80-84 years"	"80-84"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	81	21837	370.9
	"80-84 years"	"80-84"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	78	22239	350.7
	"80-84 years"	"80-84"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	96	22735	422.3
	"80-84 years"	"80-84"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	72	23215	310.1
	"80-84 years"	"80-84"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	79	23862	331.1
	"80-84 years"	"80-84"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	72	23948	300.7
	"80-84 years"	"80-84"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	96	24150	397.5
	"80-84 years"	"80-84"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	74	24127	306.7
	"80-84 years"	"80-84"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	73	24524	297.7
	"80-84 years"	"80-84"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	96	24995	384.1
	"80-84 years"	"80-84"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	84	25747	326.3
	"80-84 years"	"80-84"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	72	26755	269.1
	"80-84 years"	"80-84"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	76	28001	271.4
	"80-84 years"	"80-84"	"North Carolina"	"37"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	422	106637	395.7
	"80-84 years"	"80-84"	"North Carolina"	"37"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	424	112029	378.5
	"80-84 years"	"80-84"	"North Carolina"	"37"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	485	116716	415.5
	"80-84 years"	"80-84"	"North Carolina"	"37"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	469	119580	392.2
	"80-84 years"	"80-84"	"North Carolina"	"37"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	495	123762	400.0
	"80-84 years"	"80-84"	"North Carolina"	"37"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	517	126713	408.0
	"80-84 years"	"80-84"	"North Carolina"	"37"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	554	129373	428.2
	"80-84 years"	"80-84"	"North Carolina"	"37"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	578	131885	438.3
	"80-84 years"	"80-84"	"North Carolina"	"37"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	578	134832	428.7
	"80-84 years"	"80-84"	"North Carolina"	"37"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	549	136390	402.5
	"80-84 years"	"80-84"	"North Carolina"	"37"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	558	137301	406.4
	"80-84 years"	"80-84"	"North Carolina"	"37"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	569	138818	409.9
	"80-84 years"	"80-84"	"North Carolina"	"37"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	540	140330	384.8
	"80-84 years"	"80-84"	"North Carolina"	"37"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	545	141204	386.0
	"80-84 years"	"80-84"	"North Carolina"	"37"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	535	142189	376.3
	"80-84 years"	"80-84"	"North Carolina"	"37"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	541	145213	372.6
	"80-84 years"	"80-84"	"North Carolina"	"37"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	531	148146	358.4
	"80-84 years"	"80-84"	"North Dakota"	"38"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	32	14553	219.9
	"80-84 years"	"80-84"	"North Dakota"	"38"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	39	14658	266.1
	"80-84 years"	"80-84"	"North Dakota"	"38"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	42	14701	285.7
	"80-84 years"	"80-84"	"North Dakota"	"38"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	45	14560	309.1
	"80-84 years"	"80-84"	"North Dakota"	"38"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	49	14788	331.3
	"80-84 years"	"80-84"	"North Dakota"	"38"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	41	14825	276.6
	"80-84 years"	"80-84"	"North Dakota"	"38"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	41	15000	273.3
	"80-84 years"	"80-84"	"North Dakota"	"38"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	39	14942	261.0
