Year,Region,Ethnicity,Gender.Code,Education,rural_urban_class,source,measure1,measure2,attr,agr_by,overall_value
2013,United States,"All, All Origins",All genders,high school graduate or lower,large metro,National Vital Statistics System,YLL,absolute number,overall,nation,15695808.0792929
2013,United States,"All, All Origins",All genders,high school graduate or lower,large metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,20415.8128966501
2013,United States,"All, All Origins",All genders,high school graduate or lower,large metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,35647.7435669762
2013,United States,"All, All Origins",All genders,high school graduate or lower,small-medium metro,National Vital Statistics System,Deaths,absolute number,overall,nation,534193
2013,United States,"All, All Origins",All genders,high school graduate or lower,small-medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,1016.10832638822
2013,United States,"All, All Origins",All genders,high school graduate or lower,small-medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,2015.92123146853
2013,United States,"All, All Origins",All genders,high school graduate or lower,small-medium metro,National Vital Statistics System,YLL,absolute number,overall,nation,10669929.3278321
2013,United States,"All, All Origins",All genders,high school graduate or lower,small-medium metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,22248.397381854
2013,United States,"All, All Origins",All genders,high school graduate or lower,small-medium metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,40265.8534841255
2013,United States,"All, All Origins",All genders,high school graduate or lower,non metro,National Vital Statistics System,Deaths,absolute number,overall,nation,321647
2013,United States,"All, All Origins",All genders,high school graduate or lower,non metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,932.971036902056
2013,United States,"All, All Origins",All genders,high school graduate or lower,non metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,1956.11153874527
2013,United States,"All, All Origins",All genders,high school graduate or lower,non metro,National Vital Statistics System,YLL,absolute number,overall,nation,6419615.0092439
2013,United States,"All, All Origins",All genders,high school graduate or lower,non metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,20820.3689016096
2013,United States,"All, All Origins",All genders,high school graduate or lower,non metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,39041.1942094417
2013,United States,"All, All Origins",All genders,high school graduate or lower,All,National Vital Statistics System,Deaths,absolute number,overall,nation,1649199
2013,United States,"All, All Origins",All genders,high school graduate or lower,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,974.634027190497
2013,United States,"All, All Origins",All genders,high school graduate or lower,All,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,1896.23726371555
2013,United States,"All, All Origins",All genders,high school graduate or lower,All,National Vital Statistics System,YLL,absolute number,overall,nation,32785352.4163689
2013,United States,"All, All Origins",All genders,high school graduate or lower,All,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,21035.6789859945
2013,United States,"All, All Origins",All genders,high school graduate or lower,All,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,37696.3646933847
2013,United States,"All, All Origins",All genders,some college education but no 4-year college degree,large metro,National Vital Statistics System,Deaths,absolute number,overall,nation,232234
2013,United States,"All, All Origins",All genders,some college education but no 4-year college degree,large metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,548.852694273006
2013,United States,"All, All Origins",All genders,some college education but no 4-year college degree,large metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,727.768683916166
2013,United States,"All, All Origins",All genders,some college education but no 4-year college degree,large metro,National Vital Statistics System,YLL,absolute number,overall,nation,5246544.89129649
2013,United States,"All, All Origins",All genders,some college education but no 4-year college degree,large metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,11451.5450715288
2013,United States,"All, All Origins",All genders,some college education but no 4-year college degree,large metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,16441.4817410282
2013,United States,"All, All Origins",All genders,some college education but no 4-year college degree,small-medium metro,National Vital Statistics System,Deaths,absolute number,overall,nation,144254
2013,United States,"All, All Origins",All genders,some college education but no 4-year college degree,small-medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,539.322275055677
2013,United States,"All, All Origins",All genders,some college education but no 4-year college degree,small-medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,765.858065084716
2013,United States,"All, All Origins",All genders,some college education but no 4-year college degree,small-medium metro,National Vital Statistics System,YLL,absolute number,overall,nation,3236091.01739469
2013,United States,"All, All Origins",All genders,some college education but no 4-year college degree,small-medium metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,11487.5316283062
2013,United States,"All, All Origins",All genders,some college education but no 4-year college degree,small-medium metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,17180.7118348186
2013,United States,"All, All Origins",All genders,some college education but no 4-year college degree,non metro,National Vital Statistics System,Deaths,absolute number,overall,nation,66801
2013,United States,"All, All Origins",All genders,some college education but no 4-year college degree,non metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,485.082817823248
2013,United States,"All, All Origins",All genders,some college education but no 4-year college degree,non metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,719.333820707007
2013,United States,"All, All Origins",All genders,some college education but no 4-year college degree,non metro,National Vital Statistics System,YLL,absolute number,overall,nation,1517530.21262938
2013,United States,"All, All Origins",All genders,some college education but no 4-year college degree,non metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,10589.6495411161
2013,United States,"All, All Origins",All genders,some college education but no 4-year college degree,non metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,16341.234500816
2013,United States,"All, All Origins",All genders,some college education but no 4-year college degree,All,National Vital Statistics System,Deaths,absolute number,overall,nation,443289
2013,United States,"All, All Origins",All genders,some college education but no 4-year college degree,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,534.849747178602
2013,United States,"All, All Origins",All genders,some college education but no 4-year college degree,All,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,738.414680787723
2013,United States,"All, All Origins",All genders,some college education but no 4-year college degree,All,National Vital Statistics System,YLL,absolute number,overall,nation,10000166.1213206
2013,United States,"All, All Origins",All genders,some college education but no 4-year college degree,All,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,11314.7421637981
2013,United States,"All, All Origins",All genders,some college education but no 4-year college degree,All,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,16657.9127257819
2013,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,Deaths,absolute number,overall,nation,3912
2013,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,747.18161791657
2013,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,789.625069384872
2013,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,YLL,absolute number,overall,nation,109188.346961866
2013,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,16795.552431895
2013,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,22039.329255057
2013,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,Deaths,absolute number,overall,nation,5292
2013,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,1014.46918703874
2013,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,1112.22735507627
2013,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,YLL,absolute number,overall,nation,152841.93882884
2013,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,23621.3563961275
2013,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,32123.01310815
2013,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,Deaths,absolute number,overall,nation,6789
2013,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,997.982995114352
2013,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,1265.15521398994
2013,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,YLL,absolute number,overall,nation,194800.902399661
2013,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,24885.9011684188
2013,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,36301.8673384707
2013,United States,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,Deaths,absolute number,overall,nation,15993
2013,United States,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,571.547277822453
2013,United States,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,631.1746526132
2013,United States,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,YLL,absolute number,overall,nation,456831.188190367
2013,United States,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,13456.2659912687
2013,United States,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,18029.1544118633
2013,United States,Asian or Pacific Islander,All genders,666,large metro,National Vital Statistics System,Deaths,absolute number,overall,nation,42632
2013,United States,Asian or Pacific Islander,All genders,666,large metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,455.373521551025
2013,United States,Asian or Pacific Islander,All genders,666,large metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,502.136541988035
2013,United States,Asian or Pacific Islander,All genders,666,large metro,National Vital Statistics System,YLL,absolute number,overall,nation,892285.671118855
2013,United States,Asian or Pacific Islander,All genders,666,large metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,8252.81718928305
2013,United States,Asian or Pacific Islander,All genders,666,large metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,10509.693220142
2013,United States,Asian or Pacific Islander,All genders,666,small-medium metro,National Vital Statistics System,Deaths,absolute number,overall,nation,13008
2013,United States,Asian or Pacific Islander,All genders,666,small-medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,520.854601512538
2013,United States,Asian or Pacific Islander,All genders,666,small-medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,675.404487223754
2013,United States,Asian or Pacific Islander,All genders,666,small-medium metro,National Vital Statistics System,YLL,absolute number,overall,nation,271792.031280621
2013,United States,Asian or Pacific Islander,All genders,666,small-medium metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,10063.7408244571
2013,United States,Asian or Pacific Islander,All genders,666,small-medium metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,14112.0508547502
2013,United States,Asian or Pacific Islander,All genders,666,non metro,National Vital Statistics System,Deaths,absolute number,overall,nation,2143
2013,United States,Asian or Pacific Islander,All genders,666,non metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,564.335096150569
2013,United States,Asian or Pacific Islander,All genders,666,non metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,741.435263671402
2013,United States,Asian or Pacific Islander,All genders,666,non metro,National Vital Statistics System,YLL,absolute number,overall,nation,45722.873503112
2013,United States,Asian or Pacific Islander,All genders,666,non metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,11201.564319019
2013,United States,Asian or Pacific Islander,All genders,666,non metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,15819.2024132497
2013,United States,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,Deaths,absolute number,overall,nation,57783
2013,United States,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,394.503699786209
2013,United States,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,464.845753313905
2013,United States,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,YLL,absolute number,overall,nation,1209800.57590259
2013,United States,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,7349.06561624626
2013,United States,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,9732.45868274467
2013,United States,Black or African American,All genders,666,large metro,National Vital Statistics System,Deaths,absolute number,overall,nation,184714
2013,United States,Black or African American,All genders,666,large metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,901.894537219153
2013,United States,Black or African American,All genders,666,large metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,1169.55694816767
2013,United States,Black or African American,All genders,666,large metro,National Vital Statistics System,YLL,absolute number,overall,nation,4667495.71980063
2013,United States,Black or African American,All genders,666,large metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,20391.9227927911
2013,United States,Black or African American,All genders,666,large metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,29553.2663990585
2013,United States,Black or African American,All genders,666,small-medium metro,National Vital Statistics System,Deaths,absolute number,overall,nation,70779
2013,United States,Black or African American,All genders,666,small-medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,955.549395909737
2013,United States,Black or African American,All genders,666,small-medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,1234.52892585047
2013,United States,Black or African American,All genders,666,small-medium metro,National Vital Statistics System,YLL,absolute number,overall,nation,1809760.37402296
2013,United States,Black or African American,All genders,666,small-medium metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,21826.3814544965
2013,United States,Black or African American,All genders,666,small-medium metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,31565.8815551126
2013,United States,Black or African American,All genders,666,non metro,National Vital Statistics System,Deaths,absolute number,overall,nation,31614
2013,United States,Black or African American,All genders,666,non metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,911.264975456701
2013,United States,Black or African American,All genders,666,non metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,1334.59641692904
2013,United States,Black or African American,All genders,666,non metro,National Vital Statistics System,YLL,absolute number,overall,nation,777439.723649199
2013,United States,Black or African American,All genders,666,non metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,21182.5462766681
2013,United States,Black or African American,All genders,666,non metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,32819.898448805
2013,United States,Black or African American,All genders,666,All,National Vital Statistics System,Deaths,absolute number,overall,nation,287107
2013,United States,Black or African American,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,828.731613249285
2013,United States,Black or African American,All genders,666,All,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,1094.81011265668
2013,United States,Black or African American,All genders,666,All,National Vital Statistics System,YLL,absolute number,overall,nation,7254695.81747279
2013,United States,Black or African American,All genders,666,All,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,18894.3015468962
2013,United States,Black or African American,All genders,666,All,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,27663.9522729065
2013,United States,"White, Hispanic or Latino",All genders,666,large metro,National Vital Statistics System,Deaths,absolute number,overall,nation,99597
2013,United States,"White, Hispanic or Latino",All genders,666,large metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,772.652383759698
2013,United States,"White, Hispanic or Latino",All genders,666,large metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,805.128336957328
2013,United States,"White, Hispanic or Latino",All genders,666,large metro,National Vital Statistics System,YLL,absolute number,overall,nation,2428038.53574337
2013,United States,"White, Hispanic or Latino",All genders,666,large metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,15959.6193626824
2013,United States,"White, Hispanic or Latino",All genders,666,large metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,19627.9268286331
2013,United States,"White, Hispanic or Latino",All genders,666,small-medium metro,National Vital Statistics System,Deaths,absolute number,overall,nation,38811
2013,United States,"White, Hispanic or Latino",All genders,666,small-medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,777.87359778155
2013,United States,"White, Hispanic or Latino",All genders,666,small-medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,800.344793098364
2013,United States,"White, Hispanic or Latino",All genders,666,small-medium metro,National Vital Statistics System,YLL,absolute number,overall,nation,959537.25016441
2013,United States,"White, Hispanic or Latino",All genders,666,small-medium metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,16190.3857938917
2013,United States,"White, Hispanic or Latino",All genders,666,small-medium metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,19787.1902798951
2013,United States,"White, Hispanic or Latino",All genders,666,non metro,National Vital Statistics System,Deaths,absolute number,overall,nation,10093
2013,United States,"White, Hispanic or Latino",All genders,666,non metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,742.733245089717
2013,United States,"White, Hispanic or Latino",All genders,666,non metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,791.182776312334
2013,United States,"White, Hispanic or Latino",All genders,666,non metro,National Vital Statistics System,YLL,absolute number,overall,nation,253549.807748089
2013,United States,"White, Hispanic or Latino",All genders,666,non metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,15830.8431885547
2013,United States,"White, Hispanic or Latino",All genders,666,non metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,19875.5811778056
2013,United States,"White, Hispanic or Latino",All genders,666,All,National Vital Statistics System,Deaths,absolute number,overall,nation,148501
2013,United States,"White, Hispanic or Latino",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,547.914691718342
2013,United States,"White, Hispanic or Latino",All genders,666,All,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,550.982002859893
2013,United States,"White, Hispanic or Latino",All genders,666,All,National Vital Statistics System,YLL,absolute number,overall,nation,3641125.59365587
2013,United States,"White, Hispanic or Latino",All genders,666,All,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,11211.1284300282
2013,United States,"White, Hispanic or Latino",All genders,666,All,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,13509.637458717
2013,United States,"White, Not Hispanic or Latino",All genders,666,large metro,National Vital Statistics System,Deaths,absolute number,overall,nation,954605
2013,United States,"White, Not Hispanic or Latino",All genders,666,large metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,749.917954463827
2013,United States,"White, Not Hispanic or Latino",All genders,666,large metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,1389.47683065343
2013,United States,"White, Not Hispanic or Latino",All genders,666,large metro,National Vital Statistics System,YLL,absolute number,overall,nation,18064319.4592805
2013,United States,"White, Not Hispanic or Latino",All genders,666,large metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,14960.780581377
2013,United States,"White, Not Hispanic or Latino",All genders,666,large metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,26293.5490073823
2013,United States,"White, Not Hispanic or Latino",All genders,666,small-medium metro,National Vital Statistics System,Deaths,absolute number,overall,nation,680161
2013,United States,"White, Not Hispanic or Latino",All genders,666,small-medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,771.675260000427
2013,United States,"White, Not Hispanic or Latino",All genders,666,small-medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,1491.84139469945
2013,United States,"White, Not Hispanic or Latino",All genders,666,small-medium metro,National Vital Statistics System,YLL,absolute number,overall,nation,13241267.5229772
2013,United States,"White, Not Hispanic or Latino",All genders,666,small-medium metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,15994.2106181431
2013,United States,"White, Not Hispanic or Latino",All genders,666,small-medium metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,29042.9339657328
2013,United States,"White, Not Hispanic or Latino",All genders,666,non metro,National Vital Statistics System,Deaths,absolute number,overall,nation,386388
2013,United States,"White, Not Hispanic or Latino",All genders,666,non metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,742.344314755577
2013,United States,"White, Not Hispanic or Latino",All genders,666,non metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,1486.16050816575
2013,United States,"White, Not Hispanic or Latino",All genders,666,non metro,National Vital Statistics System,YLL,absolute number,overall,nation,7617385.76045925
2013,United States,"White, Not Hispanic or Latino",All genders,666,non metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,15700.0477615306
2013,United States,"White, Not Hispanic or Latino",All genders,666,non metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,29298.6787701965
2013,United States,"White, Not Hispanic or Latino",All genders,666,All,National Vital Statistics System,Deaths,absolute number,overall,nation,2021154
2013,United States,"White, Not Hispanic or Latino",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,729.27311729587
2013,United States,"White, Not Hispanic or Latino",All genders,666,All,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,1413.58754317076
2013,United States,"White, Not Hispanic or Latino",All genders,666,All,National Vital Statistics System,YLL,absolute number,overall,nation,38922972.742717
2013,United States,"White, Not Hispanic or Latino",All genders,666,All,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,14996.1309469149
2013,United States,"White, Not Hispanic or Latino",All genders,666,All,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,27222.5814620161
2014,Alabama,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,879.582121740342
2014,Alabama,"All, All Origins",All genders,4-year college graduate or higher,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,578.049286950528
2014,Alabama,"All, All Origins",All genders,high school graduate or lower,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,1150.54751078197
2014,Alabama,"All, All Origins",All genders,some college education but no 4-year college degree,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,584.464275449423
2014,Alabama,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,295.759535254504
2014,Alabama,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,206.243112058759
2014,Alabama,Black or African American,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,938.752193525824
2014,Alabama,"White, Hispanic or Latino",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,366.727619861029
2014,Alabama,"White, Not Hispanic or Latino",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,880.369972098272
2014,Delaware,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,712.330050742444
2014,Delaware,"All, All Origins",All genders,4-year college graduate or higher,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,456.830014500301
2014,Delaware,"All, All Origins",All genders,high school graduate or lower,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,1004.45878698027
2014,Delaware,"All, All Origins",All genders,some college education but no 4-year college degree,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,433.495506306043
2014,Delaware,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,515.984532087383
2014,Delaware,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,358.950548322825
2014,Delaware,Black or African American,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,789.956427385919
2014,Delaware,"White, Hispanic or Latino",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,434.556410717506
2014,Delaware,"White, Not Hispanic or Latino",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,713.217891407075
2014,District of Columbia,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,723.709334555163
2014,District of Columbia,"All, All Origins",All genders,4-year college graduate or higher,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,462.465882437284
2014,District of Columbia,"All, All Origins",All genders,high school graduate or lower,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,1133.28592239159
2014,District of Columbia,"All, All Origins",All genders,some college education but no 4-year college degree,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,611.413111190634
2014,District of Columbia,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,94.9123757217767
2014,District of Columbia,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,244.888221400637
2014,District of Columbia,Black or African American,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,938.316245580457
2014,District of Columbia,"White, Hispanic or Latino",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,387.069560726072
2014,District of Columbia,"White, Not Hispanic or Latino",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,441.668971025218
2014,Florida,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,639.686565184841
2014,Florida,"All, All Origins",All genders,4-year college graduate or higher,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,507.392701040732
2014,Florida,"All, All Origins",All genders,high school graduate or lower,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,884.205533036714
2014,Florida,"All, All Origins",All genders,some college education but no 4-year college degree,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,517.427656881658
2014,Florida,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,267.301814855596
2014,Florida,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,313.9339229275
2014,Florida,Black or African American,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,701.22453391658
2014,Florida,"White, Hispanic or Latino",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,498.827052522678
2014,Florida,"White, Not Hispanic or Latino",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,675.62028444812
2014,Georgia,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,778.965671095465
2014,Georgia,"All, All Origins",All genders,4-year college graduate or higher,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,500.398133436064
